Frequence,Quantite,Montant,Cluster
8,2138,3628.5,1
10,1523,2380.41,1
1,136,296.7,1
1,103,223.36,1
1,136,164.4,1
1,6,76.5,1
2,700,897.62,1
1,134,98.42,1
2,194,578.9,1
1,134,170.75,1
3,341,645.96,1
1,58,103.3,1
2,210,148.86,1
3,86,267.16,1
1,150,306.84,1
4,719,930.41,1
1,1048,1487.6,1
5,1763,1952.45,1
2,349,483.26,1
1,101,157.9,1
3,306,541.46,1
5,651,854.95,1
1,146,167.62,1
7,817,1122.38,1
3,146,454.01,1
2,518,901.21,1
8,2632,4331.48,1
1,159,344.14,1
4,904,1497.26,1
4,95,226.75000000000003,1
3,308,380.6,1
1,77,185.65,1
19,1994,3622.68,1
1,138,143.45999999999998,1
3,258,448.90000000000003,1
3,87,212.77,1
25,5927,11045.04,1
1,123,175.27,1
2,458,1242.3,1
4,1671,1133.07,1
3,676,1240.2,1
4,1630,2402.92,1
3,827,1477.97,1
7,1009,2225.9700000000003,1
5,3101,3927.34,1
2,550,993.18,1
2,229,388.79,1
7,4400,2827.93,1
1,1176,2044.3700000000001,1
1,144,161.67000000000002,1
1,103,116.00999999999999,1
6,4151,5102.97,1
1,74,394.72,1
2,169,309.36,1
2,232,193.42,1
5,696,1104.72,1
15,2560,3984.22,1
6,1808,2048.45,1
14,2496,4559.150000000001,1
1,238,390.07,1
3,140,329.6,1
3,224,571.1999999999999,1
3,331,971.58,1
1,127,218.52,1
1,60,81.44,1
3,514,1379.9,1
1,265,527.0500000000001,1
2,554,843.48,1
4,1198,2047.0,1
1,79,75.75,1
8,1629,1814.12,1
2,158,503.59999999999997,1
3,334,528.33,1
4,644,1324.84,1
9,840,2361.9700000000003,1
1,182,285.56,1
2,280,547.0600000000001,1
1,49,108.5,1
1,250,621.66,1
2,474,712.29,1
1,71,101.55,1
11,1793,2895.64,1
3,323,1008.39,1
1,30,133.06,1
4,487,1797.5,1
1,399,868.49,1
1,150,166.08,1
10,3112,3945.0,1
12,2509,4867.72,1
4,1409,1207.56,1
1,41,117.55,1
7,1116,2638.94,1
5,1399,1674.69,1
2,616,595.42,1
12,1525,2999.46,1
1,130,196.0,1
7,797,1802.91,1
2,604,604.64,1
2,596,728.16,1
5,1037,2055.51,1
2,93,347.75,1
7,1916,3406.7200000000003,1
1,110,205.7,1
4,772,1572.71,1
2,1690,3178.17,1
6,1487,1629.12,1
2,672,551.04,1
31,8360,20374.28,1
6,932,1387.68,1
30,9775,16363.23,1
1,207,298.11,1
2,729,1992.1100000000001,1
1,96,184.4,1
6,1367,2474.33,1
1,145,239.41,1
7,1956,3191.53,1
7,2478,5739.46,1
15,1773,4757.95,1
2,134,290.40000000000003,1
4,624,725.5799999999999,1
1,231,200.47,1
1,184,283.12,1
2,779,765.34,1
8,1756,2285.71,1
1,93,338.95,1
1,93,154.95,1
4,1266,2534.64,1
1,109,417.95,1
4,1353,1824.37,1
3,590,798.74,1
2,343,885.19,1
9,963,1823.52,1
17,3899,10504.49,1
2,144,152.4,1
2,91,267.08,1
1,17,137.45,1
2,246,385.1,1
1,215,522.91,1
1,92,153.0,1
1,384,326.4,1
11,3072,5655.99,1
1,83,139.35,1
15,2466,5396.04,1
4,576,1195.94,1
4,1595,2424.04,1
6,792,3276.4000000000005,1
3,300,1033.0,1
11,2162,3439.08,1
1,645,1060.25,1
3,1469,2876.01,1
13,3576,5298.4800000000005,1
4,493,1240.11,1
1,93,303.97,1
2,463,692.19,1
3,422,700.63,1
19,8439,13110.02,1
3,238,377.44,1
2,108,168.24,1
4,1029,1879.05,1
7,861,2791.35,1
2,89,355.11,1
6,3412,2322.4,1
1,29,110.25,1
1,12,71.4,1
2,320,674.52,1
9,3906,1781.28,1
1,192,80.64,1
5,1869,1772.26,1
30,3319,5601.34,1
8,2091,3456.7000000000003,1
3,707,833.74,1
2,239,287.59,1
1,398,712.78,1
1,12,15.0,1
2,395,818.8199999999999,1
3,144,371.88,1
1,128,271.2,1
3,1186,2273.1800000000003,1
10,1862,3997.98,1
5,365,1143.27,1
2,283,245.33,1
2,58,182.77,1
4,512,1225.41,1
1,72,56.4,1
3,507,665.86,1
3,397,658.57,1
2,34,188.02,1
2,354,283.47,1
1,67,131.94,1
2,200,278.74,1
4,910,1865.19,1
2,210,1112.95,1
1,74,225.9,1
14,836,1965.55,1
1,46,106.1,1
1,232,323.04,1
2,341,350.39,1
4,178,697.9,1
3,498,780.43,1
10,1758,3055.93,1
9,735,1198.01,1
3,752,1285.04,1
1,478,512.31,1
1,727,546.04,1
12,2057,5411.91,1
39,4176,7831.03,1
4,350,732.16,1
5,790,1770.8799999999999,1
4,30,36.56,1
3,67,387.68,1
7,1031,3704.87,1
1,408,298.4,1
5,1247,1995.46,1
4,655,1165.09,1
1,496,889.24,1
3,92,398.7,1
1,12,35.400000000000006,1
1,208,155.37,1
3,348,350.64,1
1,87,109.83,1
8,516,1587.48,1
5,1879,2779.3,1
1,285,338.8,1
124,23053,40967.72,2
1,88,197.73,1
1,52,51.559999999999995,1
9,398,901.1999999999999,1
4,114,605.8000000000001,1
34,1733,5391.21,1
2,53,114.34,1
2,84,311.26,1
1,197,208.97,1
4,842,1418.03,1
22,14822,25301.54,1
12,2706,5155.66,1
1,127,148.21,1
1,104,252.8,1
8,1988,2100.8,1
1,100,330.9,1
6,2638,3160.0,1
3,810,597.5,1
20,5756,10524.220000000001,1
1,174,329.65,1
6,542,1197.1000000000001,1
5,111,428.18,1
12,1401,1894.35,1
1,182,155.9,1
5,1046,1729.7800000000002,1
6,221,683.46,1
1,98,237.61,1
1,401,379.45,1
1,45,178.51999999999998,1
1,314,458.92,1
1,32,133.35000000000002,1
4,379,671.77,1
4,854,717.45,1
1,167,190.19,1
3,481,899.61,1
1,30,111.35,1
8,980,726.05,1
2,79,203.87,1
2,416,602.09,1
1,393,203.85999999999999,1
3,109,244.1,1
1,161,112.25,1
8,403,1119.39,1
1,130,98.0,1
1,288,256.32,1
3,229,566.6,1
2,190,152.06,1
1,171,155.8,1
2,73,112.19999999999999,1
1,24,110.38,1
1,63,191.67,1
4,407,800.24,1
1,26,72.9,1
1,173,243.28,1
1,223,366.23,1
5,185,311.01,1
2,289,411.6,1
1,473,336.43,1
3,187,341.28,1
1,756,1304.04,1
17,2514,4192.2,1
4,430,826.52,1
1,50,207.50000000000003,1
7,1160,2962.5,1
1,72,244.08,1
2,306,397.29,1
2,68,184.46,1
4,108,843.0,1
5,1594,1740.48,1
2,249,408.36,1
3,789,1331.57,1
2,478,704.25,1
2,81,142.89,1
1,262,389.84,1
7,1754,4301.22,1
1,40,99.14,1
9,9754,2238.58,1
1,252,304.56,1
1,38,77.50000000000001,1
2,75,149.57999999999998,1
1,168,176.68,1
1,144,358.56000000000006,1
44,30450,58030.48,2
3,366,482.2,1
3,616,1008.5400000000001,1
12,2234,2332.72,1
4,273,557.3,1
1,1,12.75,1
1,275,110.72,1
1,84,508.4599999999999,1
1,41,73.78,1
39,560,1296.44,1
1,128,102.83,1
2,301,471.7,1
14,1556,2622.57,1
5,2571,1098.43,1
1,80,123.07,1
1,160,277.35,1
2,152,228.2,1
1,525,582.59,1
1,37,136.04,1
1,176,337.04,1
3,519,740.79,1
13,1566,4485.51,1
1,106,353.19,1
1,342,288.14,1
1,499,300.91999999999996,1
4,393,754.31,1
3,682,811.45,1
1,98,152.68,1
1,183,634.95,1
1,10,20.8,1
1,261,198.57,1
7,43,201.12,1
3,414,630.84,1
2,25,93.35,1
4,497,678.49,1
1,133,76.1,1
8,2298,1970.6699999999998,1
2,221,382.06,1
2,363,417.23,1
1,78,169.47,1
2,93,249.72,1
1,220,444.68,1
9,1581,2116.19,1
1,126,257.34,1
1,60,174.8,1
1,71,102.78999999999999,1
2,285,187.29,1
1,67,158.47,1
1,157,120.03,1
5,1029,1483.56,1
3,300,523.0,1
2,55,122.14,1
1,7,38.45,1
1,736,668.11,1
2,184,389.78,1
1,78,115.31,1
2,67,230.64999999999998,1
1,42,73.5,1
1,253,97.97,1
2,561,422.88,1
3,611,730.4,1
3,234,405.62,1
6,20,70.02,1
2,148,357.20000000000005,1
21,3819,4183.39,1
1,33,165.04999999999998,1
3,282,559.51,1
10,1033,2088.6,1
1,142,189.4,1
2,127,172.29000000000002,1
1,40,74.4,1
1,302,300.02,1
10,2455,6784.1900000000005,1
1,211,363.65,1
1,88,170.16,1
3,263,306.46,1
10,955,2119.41,1
3,396,720.52,1
2,384,814.0,1
14,1027,2392.83,1
1,108,318.0,1
1,189,396.33,1
1,6,101.69999999999999,1
5,1311,2036.67,1
2,260,453.0,1
1,288,247.44,1
12,3108,3877.5200000000004,1
1,190,489.6,1
10,1464,2611.75,1
11,1878,2633.0099999999998,1
2,145,336.13,1
4,7432,3651.97,1
2,642,1231.5,1
3,195,343.45,1
1,621,703.37,1
1,312,90.47999999999999,1
2,265,689.95,1
1,106,101.34,1
1,3906,3202.9199999999996,1
1,109,167.67000000000002,1
11,4252,9068.26,1
4,1392,2106.52,1
7,2518,3017.3,1
2,419,580.0500000000001,1
3,825,911.15,1
6,1686,2697.8,1
1,149,168.31,1
2,88,223.65,1
60,64124,259657.3,2
1,362,754.64,1
1,46,113.48000000000002,1
1,128,430.7,1
1,84,271.0,1
26,4237,8052.97,1
1,86,236.3,1
2,255,352.69,1
1,72,76.32000000000001,1
1,55,220.1,1
8,830,1414.43,1
1,617,319.47,1
26,2870,5651.42,1
1,125,181.12,1
1,31,111.15,1
2,450,673.1,1
6,1224,1824.99,1
2,594,589.4399999999999,1
4,804,1142.99,1
1,138,204.49,1
3,188,348.73,1
1,48,112.55000000000001,1
3,824,1059.39,1
1,1350,931.4999999999999,1
5,349,681.9100000000001,1
3,379,784.33,1
1,38,152.65,1
6,5557,8438.34,1
2,1276,1019.52,1
2,570,1000.16,1
12,1343,2888.75,1
4,2625,2861.55,1
2,153,160.35000000000002,1
2,203,179.33999999999997,1
3,310,612.0799999999999,1
3,332,566.58,1
2,355,653.35,1
2,255,399.19,1
3,266,371.62,1
2,301,734.94,1
2,354,453.4,1
1,139,530.15,1
2,294,638.0600000000001,1
5,812,1618.69,1
1,184,399.65000000000003,1
1,254,302.46000000000004,1
3,382,1384.8600000000001,1
6,594,1169.94,1
1,61,202.65,1
3,409,980.31,1
5,481,1231.31,1
20,3184,7561.68,1
4,1220,2106.84,1
1,50,104.0,1
1,283,476.35,1
6,710,1341.42,1
4,983,1590.81,1
6,1360,1793.17,1
6,1721,1843.75,1
1,146,382.8,1
2,371,632.07,1
1,60,49.8,1
1,183,304.25,1
3,1168,2001.04,1
2,566,1090.24,1
2,140,284.46000000000004,1
1,140,207.79999999999998,1
1,339,957.97,1
1,124,243.76,1
1,632,973.8399999999999,1
2,433,689.13,1
17,4074,5425.56,1
1,111,163.8,1
3,581,1396.99,1
1,43,160.42000000000002,1
3,1200,1993.7,1
2,192,517.36,1
1,58,139.10000000000002,1
6,1398,2621.38,1
5,359,600.07,1
1,101,248.42,1
1,232,232.48000000000002,1
1,118,299.34000000000003,1
1,200,481.75,1
2,491,621.75,1
2,584,662.08,1
10,885,2069.77,1
1,288,305.28000000000003,1
5,791,1041.61,1
1,335,443.0,1
14,2948,6484.54,1
1,69,158.95000000000002,1
12,3244,5509.12,1
11,3466,5228.05,1
1,21,93.75,1
2,238,779.9,1
20,2488,7276.900000000001,1
7,1316,2810.2000000000003,1
5,821,2083.27,1
4,302,592.97,1
1,4,440.0,1
3,1578,1796.48,1
6,403,882.24,1
5,622,987.1,1
5,795,1561.6100000000001,1
1,126,422.58,1
17,1051,2073.09,1
4,1017,2232.4900000000002,1
7,1788,2567.06,1
2,166,596.1,1
2,511,804.02,1
1,128,95.34,1
1,199,349.27,1
1,7824,4314.72,1
2,239,526.67,1
1,74,103.3,1
8,1041,2337.63,1
3,714,2338.6000000000004,1
6,1478,2643.2000000000003,1
2,146,324.24,1
1,182,149.48,1
3,1468,1213.1599999999999,1
2,311,801.51,1
1,2,25.5,1
1,76,168.6,1
2,101,283.15,1
6,2050,3078.58,1
3,80,204.0,1
1,88,175.92,1
1,186,335.86,1
1,68,110.38,1
1,66,173.9,1
1,45,180.60000000000002,1
1,54,80.82,1
2,103,178.05,1
16,1395,2088.93,1
3,1586,1837.28,1
